Date,AAPL
2023-12-08 00:00:00+00:00,195.7100067138672
2023-12-11 00:00:00+00:00,193.17999267578125
2023-12-12 00:00:00+00:00,194.7100067138672
2023-12-13 00:00:00+00:00,197.9600067138672
2023-12-14 00:00:00+00:00,198.11000061035156
2023-12-15 00:00:00+00:00,197.57000732421875
2023-12-18 00:00:00+00:00,195.88999938964844
2023-12-19 00:00:00+00:00,196.94000244140625
2023-12-20 00:00:00+00:00,194.8300018310547
2023-12-21 00:00:00+00:00,194.67999267578125
2023-12-22 00:00:00+00:00,193.60000610351562
2023-12-26 00:00:00+00:00,193.0500030517578
2023-12-27 00:00:00+00:00,193.14999389648438
2023-12-28 00:00:00+00:00,193.5800018310547
2023-12-29 00:00:00+00:00,192.52999877929688
